P_SUID,YEAR_FROM_CODATE,HAPPY,SATIS_A,SATIS_B,CHNG_A,CHNG_B,CHNG_C,DIVRELPOP,DIVRACPOP,QB2A,QB2C,QB2D,OPENIDEN,POORASSIST,GOVSIZE1,ABRTLGL,GAYMARR,PAR2CHILD,PAR2CHILDA,CLIM1A,EVOL,GUIDE_A,GUIDE_B,GUIDE_C,GUIDE_D,RELTRAD,CURREL,UNAFFILDETAIL,BORNFINAL,RELPER,SPIRPER,RELCON_A,RELCON_B,RELCON_C,RELCON_D,RELCON_E,ATTNDPERRLS,ATTNDONRLS,CONGRACE,LEADRACE,RELIMP,MEMB,GOD,GOD2,HVN,HLL,SOUL,BIBIMP,HUMNTR_A,HUMNTR_B,PRAY,GRACE,PRAC_A,PRAC_B,PRAC_C,PRAC_D,EXP_A,EXP_B,EXP_C,EXP_D,EXP_E,EXP_F,EXP_G,SPIRACT_A,SPIRACT_B,SPIRACT_C,SPIRACT_D,SPIRACT_E,SPIRACT_F,RTRT,SECMEMB,VOL12_CPS,SCIMPACT,RELIMPACT,SCRLCON1,SPIRWORLD2,SECBEL1,SECBEL2,FRMREL,CHBORNFINAL,CHIMPREL_A,CHIMPREL_B,CHATTEND,CHCONGRACE,CHEDU1,CHEDU2,LIFEDIR,LIFESPIR,GTHGHT,MARITAL,RELMATCH,SPRELIMP,SPRELTALK,SPRELSIM,MARWHENREC,CHILDREN,KIDACT_A,KIDACT_B,KIDACT_C,RELINST_A,RELINST_B,RELINST_D,RELINST_E,RELINST_F,RELINST_G,SCPRY1,SCPRY2,RELDISP,CHRNAT,BIRTHDECADE,HISP,RACECMB,AFROHISP,EDUCREC,E2,EMPLSIT,USGEN,YEARLOCREC,MOVED,REG,PARTY,PARTYLN,IDEO,HH1REC,HH3REC,INTFREQ,INC_SDT1,GENDER,FERTREC
10354740,2023,3,2,4,2,3,2,3,2,1,2,1,2,2,1,2,2,1,3,1,1,3,2,2,2,10000,10000,9,2,3,3,2,3,2,2,2,5,6,,,3,2,1,3,2,2,2,4,3,3,6,5,5,5,5,5,4,4,3,4,4,2,3,5,5,5,5,5,5,5,2,2,3,1,1,1,1,99,10000,2,2,2,2,1,1,1,2,2,4,6,,,,,,2,,,,1,1,1,2,2,1,3,3,3,3,1,2,1,2,2,3,1,3,4,2,1,1,,3,1,,3,2,1,0
10354770,2023,2,5,1,3,2,1,3,1,1,2,2,1,1,2,2,2,2,,1,2,1,1,1,3,1300,1000,9,2,2,1,2,2,2,2,2,3,2,6,6,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,4,1,1,2,1,2,5,2,5,5,5,5,5,2,1,3,3,2,2,2,1,1000,2,1,1,1,6,1,4,3,3,1,6,,,,,,1,1,1,2,1,1,1,1,1,1,2,3,2,2,5,2,9,2,2,3,4,3,2,2,1,2,,3,3,1,1,1,1,4
10354920,2023,1,2,2,1,1,1,1,1,2,2,1,1,1,2,3,4,2,,2,2,1,1,1,3,1300,1000,9,1,1,1,99,99,99,99,99,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,1,4,2,2,5,1,3,1,99,99,3,2,1,2,2,1,2,2,2,100000,,4,4,3,2,1,1,1,1,1,3,,,,,,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,2,2,2,3,3,1,3,2,2,1,3,2,2,3,1,1,6,3,2
10354940,2023,2,2,2,1,1,1,1,1,1,2,1,1,3,2,1,1,2,,1,2,1,1,1,1,100000,100000,3,,4,1,2,1,2,2,2,6,6,,,3,2,1,1,1,1,1,4,3,1,2,2,5,5,4,5,3,2,1,5,1,1,1,2,2,2,3,5,5,5,2,2,2,2,2,2,2,2,100000,,3,2,3,1,1,2,4,1,2,1,0,4,4,4,3,2,,,,2,2,2,1,1,1,2,2,3,3,1,2,1,2,4,3,5,2,2,2,1,2,,3,2,2,2,6,2,0
10355030,2024,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,,1,1,4,1,1,1,900000,900000,9,,4,1,2,2,2,2,2,6,6,,,4,2,2,1,2,2,1,5,,,7,5,5,5,5,5,2,2,2,5,1,2,2,1,1,1,1,5,2,5,2,2,2,1,1,2,1,2,100000,,4,4,6,,1,1,2,1,5,6,,,,,,2,,,,1,1,1,2,2,2,4,4,4,4,2,2,1,2,1,3,2,3,4,2,1,2,,5,1,,2,1,1,1
10355200,2024,2,5,3,2,1,2,1,1,1,2,2,1,1,2,3,1,2,,2,2,3,1,1,2,1200,1000,9,2,2,2,2,2,2,2,2,5,6,,,2,1,1,1,1,1,1,3,1,1,2,3,5,4,5,5,3,2,2,2,3,1,1,2,3,4,3,4,4,5,2,2,2,2,1,2,2,1,1000,2,1,2,5,,4,4,4,3,1,1,0,2,3,2,6,2,,,,2,2,1,1,1,1,3,3,3,99,4,2,1,2,4,3,1,3,2,2,1,3,1,3,2,2,2,6,2,2
10355210,2023,2,2,3,2,1,2,1,1,2,2,1,1,3,1,4,3,2,,2,2,1,1,1,1,1100,1000,9,1,2,4,2,2,2,2,2,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,5,1,1,1,4,1,5,5,5,5,5,2,1,2,2,2,2,2,2,1000,2,2,3,2,1,1,4,1,99,1,1,0,1,1,1,4,2,,,,2,2,2,1,1,1,1,3,2,2,2,2,1,2,4,3,2,3,4,2,1,1,,2,2,2,2,7,2,2
10355330,2023,3,3,3,2,1,2,2,3,2,1,1,1,2,1,2,3,1,1,3,3,3,2,1,3,1200,1000,9,99,3,3,99,99,99,99,99,6,6,,,3,2,1,99,99,99,1,4,2,2,6,5,5,5,5,5,4,2,2,2,99,3,2,5,5,5,4,5,4,5,2,2,2,2,99,99,99,99,1000,99,4,3,5,,1,1,4,4,4,2,0,99,4,2,,2,,,,99,99,99,99,1,1,3,99,2,2,3,2,1,2,1,3,4,3,4,2,1,3,1,2,2,2,6,4,1,2
10355570,2023,2,2,2,1,1,3,3,1,1,1,2,2,3,2,3,4,1,1,2,3,1,1,1,2,1100,1000,9,1,1,1,2,2,2,2,2,2,1,4,4,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,4,2,2,5,4,2,2,2,2,2,2,2,2,1,1000,1,1,1,2,4,1,4,1,1,1,6,,,,,,2,,,,1,2,2,2,2,1,1,1,1,1,6,1,1,2,1,2,2,1,3,2,2,1,,2,3,3,2,1,1,2
10355610,2023,1,3,2,1,2,3,2,1,1,2,1,1,1,2,1,1,1,3,1,1,5,1,1,2,100000,100000,1,,4,4,2,2,2,2,2,6,6,,,4,2,2,1,2,2,2,5,,,7,5,5,5,5,5,1,5,1,5,4,1,5,5,5,5,5,5,5,5,2,2,3,1,1,1,2,2,1000,2,4,4,2,1,1,4,2,4,5,1,0,3,5,4,2,2,,,,1,1,2,2,1,1,3,4,3,4,1,2,1,2,2,3,5,3,4,1,1,3,2,5,2,2,2,3,1,2
10355650,2023,1,4,3,3,1,3,2,1,99,1,2,1,3,2,4,3,1,3,1,2,2,2,2,2,1300,1000,9,99,2,2,99,99,99,99,99,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,2,1,3,1,1,1,1,1,4,2,2,1,5,2,5,3,2,3,3,1,2,2,1,10000,1,2,2,2,4,1,4,1,1,1,3,,,,,,2,,,,1,2,1,1,1,1,1,2,3,2,3,1,5,2,3,3,4,1,3,2,1,2,,2,1,,1,1,2,2
10355700,2023,2,3,2,1,1,1,1,1,1,2,2,1,1,2,2,1,2,,1,2,2,2,3,1,1200,1000,9,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1,2,1,1,1,3,3,1,3,4,2,4,2,4,2,2,1,4,2,1,3,5,4,5,4,5,4,4,2,1,2,2,2,2,2,2,1000,2,2,2,4,1,1,2,1,1,2,1,0,2,3,1,5,1,2,1,2,2,2,2,1,1,1,3,3,2,3,4,2,1,2,4,3,1,3,4,2,1,2,,4,3,3,1,8,2,4
10355740,2024,2,2,1,1,1,1,3,1,1,2,2,1,1,2,1,1,2,,1,1,5,2,1,1,1200,1000,9,2,4,2,99,99,99,99,99,6,6,,,4,2,1,2,1,2,1,5,5,5,7,5,5,5,5,5,5,3,5,5,5,1,4,5,5,5,5,5,5,5,2,2,2,1,2,2,1,2,1000,2,4,3,4,1,1,2,4,1,5,6,,,,,,2,,,,1,2,2,1,1,1,4,4,4,2,3,2,1,2,1,3,5,3,4,2,1,2,,3,1,,2,3,1,0
10355780,2024,1,2,2,1,1,1,1,1,1,2,2,1,3,2,1,1,2,,1,1,4,2,1,1,100000,100000,3,,4,2,2,1,2,2,2,5,6,,,3,2,1,2,2,2,1,5,5,4,7,5,5,5,5,4,3,2,1,4,2,3,1,4,5,5,5,5,5,5,2,2,2,3,2,2,1,2,10000,2,2,2,2,1,3,4,2,3,4,1,0,3,4,2,7,1,2,1,2,1,1,1,2,1,1,4,4,4,4,5,2,1,2,3,3,1,2,3,2,1,2,,4,3,2,1,6,1,1
10355790,2023,2,4,4,3,1,2,3,3,1,2,2,1,1,2,2,2,1,3,1,2,3,2,1,2,100000,100000,3,,3,2,2,2,2,2,2,6,5,,,2,2,1,1,99,99,1,3,2,2,6,2,4,4,4,4,4,4,1,4,4,3,4,5,5,5,4,5,5,5,2,2,2,3,2,2,2,2,100000,,3,3,5,,1,1,3,3,2,3,,,,,,2,,,,2,1,1,1,1,1,3,3,2,3,2,99,9,99,1,3,3,3,4,2,1,3,2,99,1,,4,1,1,1
10355820,2023,3,4,3,2,2,2,2,2,2,1,2,2,3,1,3,3,1,3,2,2,2,3,2,4,100000,100000,3,,2,4,2,2,2,2,2,6,5,,,2,2,1,1,1,1,1,2,1,2,2,4,4,2,4,4,4,3,3,4,3,3,3,5,5,5,5,5,5,5,2,1,2,2,1,2,2,1,10000,2,3,2,3,1,1,2,3,2,2,1,0,3,3,2,4,2,,,,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,3,5,3,4,2,1,3,1,2,2,2,3,2,2,2
10355910,2024,2,2,2,1,1,1,1,1,1,1,1,1,3,2,1,2,2,,2,3,2,2,2,2,1300,1000,9,1,2,2,2,2,2,99,2,2,3,2,2,1,1,1,1,1,1,1,1,2,2,3,2,4,4,4,4,99,1,1,3,3,1,1,3,2,2,2,5,5,5,2,2,2,2,1,1,2,1,1000,1,1,1,2,2,1,4,1,1,1,5,,,,,,2,,,,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,5,3,4,2,1,2,,1,2,2,6,2,1,3
10356030,2023,2,3,2,1,1,1,1,1,1,2,2,1,3,2,2,1,2,,1,1,5,2,2,2,100000,100000,2,,4,2,2,2,2,2,2,5,6,,,4,2,2,2,2,2,1,4,,,6,5,5,5,5,4,4,4,4,4,2,1,3,4,4,4,4,4,5,5,2,2,2,3,2,2,2,2,1000,2,4,4,4,1,1,2,2,3,4,2,1,3,4,5,,2,,,,2,1,1,2,2,2,4,3,3,3,2,2,1,2,1,3,5,1,2,2,1,2,,4,2,2,2,6,2,2
10356050,2023,2,2,2,1,1,3,3,3,1,2,1,1,3,99,3,2,2,,1,99,2,2,2,2,10000,10000,9,2,2,2,2,3,2,2,2,5,6,,,2,2,1,1,1,1,1,3,2,2,2,4,5,5,5,5,4,4,3,5,4,3,3,5,5,5,5,5,4,5,2,2,3,3,1,2,2,1,10000,2,1,1,2,1,4,4,4,4,2,1,0,3,3,2,5,2,,,,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,3,5,2,4,2,1,1,,2,2,2,2,5,1,3
10356070,2023,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,77,2,1,1,1,2,100000,100000,3,,2,1,2,2,2,2,2,4,5,2,2,2,2,1,1,2,2,1,2,4,1,3,2,4,2,1,5,1,1,1,1,1,1,1,2,1,4,2,4,4,5,2,1,2,2,1,2,2,2,100000,,2,3,6,,1,1,1,1,1,3,,,,,,2,,,,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,3,1,3,4,1,1,1,,2,1,,3,7,2,3
10356140,2023,1,2,2,3,1,1,1,1,1,1,2,1,2,1,3,2,2,,2,2,3,2,1,2,10000,10000,9,2,2,2,2,3,2,2,2,4,5,1,1,2,1,1,2,1,1,1,3,2,2,2,3,5,4,4,4,2,3,1,2,3,2,3,4,4,4,4,5,5,5,2,1,3,2,2,2,2,2,10000,2,2,1,4,1,3,4,3,3,2,1,1,2,3,1,6,1,2,2,1,1,2,1,1,1,1,2,2,2,2,4,2,1,2,3,3,1,3,4,2,1,3,1,3,3,2,2,8,1,2
10356190,2023,2,1,3,3,1,3,3,1,1,2,2,1,3,2,3,4,1,1,1,1,2,1,1,2,10000,10000,9,2,2,2,2,3,2,2,2,2,5,1,1,1,2,1,1,1,1,1,3,1,1,2,3,5,4,4,5,4,4,1,4,3,1,3,4,4,2,5,5,4,5,2,2,3,3,1,2,1,2,10000,2,1,1,2,3,1,1,3,3,3,1,0,2,4,4,7,1,2,1,2,1,1,1,1,1,2,2,2,2,99,4,2,3,2,3,3,1,1,2,1,1,1,,3,3,2,2,4,2,3
10356310,2023,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,,1,1,3,2,3,3,1200,1000,9,2,2,2,99,1,99,99,1,4,6,1,1,3,1,1,3,2,2,1,3,5,5,3,3,4,1,3,4,1,2,1,2,1,1,2,2,2,2,1,1,1,5,2,1,2,3,2,2,1,2,10000,2,2,1,1,1,4,4,2,3,3,1,0,3,3,2,6,1,1,2,2,1,1,1,2,1,2,4,3,3,4,3,2,1,2,4,3,1,3,3,2,1,2,,3,3,2,1,7,1,4
10356400,2023,2,2,99,3,1,1,1,1,1,2,2,1,3,1,1,2,1,3,1,1,4,1,1,1,100000,100000,3,,4,3,2,2,2,2,2,6,6,,,4,2,1,3,1,2,1,5,4,2,7,5,5,5,5,4,3,3,1,4,1,1,4,5,5,5,5,5,5,5,2,2,2,3,1,1,1,2,10000,2,4,2,6,,1,1,2,4,4,5,,,,,,2,,,,2,1,1,1,1,1,3,1,3,4,2,2,1,2,2,3,1,3,4,2,1,3,2,4,1,,1,6,1,0
10356480,2024,2,2,3,2,3,2,3,3,2,2,2,1,3,1,3,4,99,,1,3,4,1,2,2,900000,900000,9,,99,99,99,99,99,99,99,99,99,,,4,2,2,99,2,2,2,5,,,7,5,5,5,5,4,3,3,3,99,3,4,3,4,5,5,4,4,1,2,99,1,2,3,99,99,1,2,900000,,3,2,5,,3,1,2,1,5,1,1,4,4,99,5,2,,,,1,1,2,1,1,2,3,3,3,4,2,2,3,2,1,3,5,1,4,2,1,99,99,99,2,2,2,3,1,1
10356490,2023,2,4,3,3,1,3,3,1,1,2,1,1,1,2,4,4,1,1,77,2,2,2,3,3,1300,1000,9,99,2,1,2,2,2,2,2,2,6,2,2,1,1,1,1,1,1,1,2,1,1,1,3,5,3,5,5,5,5,1,5,5,5,1,4,2,5,5,5,4,5,2,2,2,3,2,2,2,1,1000,2,1,1,2,2,1,2,2,3,1,5,,,,,,2,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,5,3,99,1,1,2,,5,1,,6,1,2,4
10356510,2023,2,3,2,2,1,2,3,1,1,2,2,1,1,2,2,2,2,,1,2,1,1,2,2,10000,10000,9,2,2,2,2,3,2,2,2,3,1,6,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,5,3,3,2,5,5,5,2,2,2,2,2,2,2,1,10000,2,2,2,2,2,3,4,1,1,1,3,,,,,,2,,,,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,3,5,3,1,2,1,2,,4,3,3,1,8,2,2
10356610,2023,2,3,1,2,1,2,2,1,1,1,1,2,3,1,3,2,2,,3,2,2,2,2,2,1100,1000,9,1,2,2,2,2,2,2,2,2,5,1,1,1,1,1,1,1,1,1,2,1,1,2,1,4,1,3,1,3,4,1,1,1,2,1,5,2,5,4,5,1,5,2,1,2,2,2,2,2,1,10000,2,3,3,2,1,1,4,1,1,2,1,0,1,2,1,4,2,,,,2,1,2,1,1,1,2,2,1,1,3,2,1,2,3,3,4,3,2,2,2,1,,2,2,2,2,8,1,3
10356640,2023,2,3,2,2,1,2,2,3,2,1,1,2,2,1,3,4,1,1,2,3,1,1,1,3,1100,1000,9,1,1,1,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,4,4,4,2,5,2,2,2,1,2,2,2,2,2,2,1000,1,1,1,1,1,2,4,1,1,1,1,0,1,2,1,4,2,,,,2,1,1,1,1,1,1,1,1,1,3,2,1,2,3,3,1,3,4,2,1,1,,2,2,2,2,7,1,3
10356660,2023,2,2,2,2,1,1,2,2,2,2,2,1,2,1,3,4,1,3,1,1,2,2,2,2,1100,1000,9,1,2,2,2,2,1,2,2,1,6,1,1,1,1,1,1,2,2,2,3,2,2,6,4,1,5,5,5,4,4,3,5,4,5,3,5,5,5,5,5,5,5,2,1,2,2,1,2,2,2,1000,1,1,1,1,1,1,4,2,2,2,1,0,1,5,2,1,2,,,,2,1,1,1,1,1,3,3,3,3,1,2,1,2,4,3,5,3,2,2,1,3,1,3,2,2,1,6,1,3
10356770,2024,3,3,3,1,1,1,1,1,1,99,99,1,99,1,1,2,1,3,1,99,1,1,1,1,1200,1000,9,99,2,2,99,99,99,99,99,2,6,1,1,1,1,1,1,1,99,1,3,2,1,1,2,4,4,99,5,1,2,2,3,99,2,1,5,3,5,2,5,5,5,2,1,99,99,2,2,1,1,1000,2,2,2,2,1,1,4,1,1,2,1,0,2,4,1,2,2,,,,99,1,1,1,1,1,99,99,99,2,1,2,1,2,3,3,5,3,4,1,1,3,2,3,2,2,5,4,2,2
10356950,2023,1,2,2,3,1,1,3,1,1,2,1,1,3,1,1,1,2,,1,2,2,2,2,3,10000,10000,9,2,3,1,99,3,99,99,99,4,6,4,5,2,2,1,2,1,1,1,5,3,1,1,2,5,5,4,4,1,3,1,1,1,1,1,2,1,1,1,2,4,5,2,2,2,2,2,2,2,2,10000,2,1,1,2,1,4,1,3,1,1,2,0,1,3,1,,2,,,,1,1,2,1,1,1,2,2,3,3,3,1,1,2,4,3,2,3,4,1,1,2,,4,1,,1,5,2,0
10356980,2023,2,4,2,1,2,2,2,1,2,2,1,1,3,2,4,4,1,1,1,3,1,1,2,2,10000,10000,9,1,2,2,99,3,99,99,99,1,1,4,4,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,2,1,1,4,1,4,3,5,5,1,2,99,2,2,2,2,2,1,10000,1,3,2,2,4,1,3,1,1,2,1,0,1,1,1,6,1,1,1,2,2,2,2,1,1,1,1,1,1,1,4,1,1,2,2,3,1,1,3,1,2,99,99,2,3,3,1,7,2,4
10357000,2023,2,2,2,3,1,1,1,1,1,1,2,1,3,1,3,2,2,,1,2,3,1,1,1,1200,1000,9,2,2,1,2,2,2,2,2,5,5,,,1,1,1,1,1,2,1,2,3,1,2,3,4,3,3,4,1,2,1,1,1,1,2,4,1,2,2,4,3,4,2,1,2,3,2,2,2,2,1000,2,1,1,3,1,1,3,3,3,1,1,0,2,4,2,7,1,1,2,2,2,2,2,1,1,1,2,2,2,3,5,2,1,2,4,3,1,3,2,1,1,1,,3,3,2,1,8,2,2
10357020,2023,3,3,4,2,1,2,1,1,2,1,1,2,2,1,3,2,1,3,2,2,1,2,1,2,1100,1000,9,1,1,1,2,2,2,2,2,3,1,1,1,1,2,1,1,1,2,1,1,1,1,3,3,5,2,5,2,4,1,4,2,4,1,1,3,1,2,1,5,2,5,2,1,3,3,2,2,1,1,1000,1,3,3,1,1,3,4,1,3,1,1,0,1,2,2,5,1,1,1,1,2,1,1,1,1,1,3,3,3,3,4,1,5,2,4,3,1,3,3,2,1,3,1,3,3,3,1,7,1,4
10357030,2024,1,3,2,2,2,2,2,2,2,1,1,2,2,1,4,4,2,,3,3,1,2,1,3,1100,1000,9,1,2,2,2,2,2,2,2,3,5,1,1,1,1,1,1,1,1,1,2,1,3,1,2,4,2,4,4,2,4,1,2,2,1,2,1,3,5,4,5,4,5,3,1,1,2,2,2,2,1,1000,1,1,1,2,1,1,4,1,1,1,3,,,,,,2,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,5,3,4,2,1,1,,99,2,2,3,5,2,2
10357070,2023,1,1,1,1,1,1,1,1,1,1,2,1,2,1,99,2,1,1,2,2,3,1,1,2,1200,1000,9,2,2,2,99,99,99,99,99,3,6,1,1,2,1,1,1,1,99,1,3,1,1,1,2,5,5,5,5,2,1,1,5,5,1,2,5,5,5,1,5,5,5,2,1,2,1,2,2,2,2,1000,1,2,2,1,1,1,4,3,1,2,1,0,2,4,2,3,2,,,,1,2,2,1,1,1,3,3,3,2,2,2,1,2,4,3,1,3,4,2,1,3,1,3,2,2,1,8,1,2
10357240,2023,2,2,2,1,3,3,3,3,2,2,99,2,1,2,4,4,1,3,77,3,3,3,3,3,10000,10000,9,2,2,2,99,3,99,99,99,2,2,99,99,3,2,1,2,1,1,1,4,4,4,2,4,1,4,4,4,3,4,1,5,4,2,4,5,5,5,5,5,5,5,2,2,99,99,99,99,99,1,10000,2,3,2,2,99,1,1,4,4,1,1,0,2,5,2,2,2,,,,2,2,1,99,2,2,2,2,2,4,1,2,1,2,1,3,5,3,4,2,1,1,,3,3,3,6,99,2,4
10357300,2023,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,3,3,1,3,1,1,2,100000,100000,2,,3,2,99,99,99,99,99,6,6,,,4,2,1,2,1,1,1,5,3,3,7,5,5,5,5,5,4,3,2,4,4,1,3,5,5,5,5,5,5,5,2,2,3,3,1,2,2,2,1000,2,4,3,1,1,1,3,2,4,5,1,0,4,5,1,4,2,,,,1,2,1,1,1,1,2,2,3,4,3,2,1,2,2,3,1,3,1,2,2,1,,2,1,,1,5,2,2
10357320,2023,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,2,1,1,1,2,1100,1000,9,1,2,1,2,2,2,2,2,4,5,6,1,1,1,1,1,1,1,1,2,2,1,2,2,4,4,4,3,2,1,1,2,1,1,2,1,1,1,3,5,4,2,2,1,3,2,2,2,2,2,1000,1,2,1,1,6,2,3,4,1,2,2,0,3,2,3,,1,1,2,2,2,2,2,1,1,1,2,2,2,2,5,2,1,2,2,3,2,3,2,2,1,3,2,3,3,2,2,5,1,1
10357400,2023,1,2,1,3,1,1,1,1,1,2,2,1,1,2,1,1,2,,1,1,3,1,1,1,1200,1000,9,2,3,2,2,2,2,2,2,3,5,1,1,2,1,2,3,2,2,1,4,,,5,4,4,4,2,4,3,2,1,3,3,1,2,5,2,5,2,5,2,3,2,1,2,3,2,2,1,2,1000,2,1,1,2,1,2,4,2,3,1,1,0,3,4,1,6,2,,,,1,1,1,2,1,1,4,3,3,4,3,2,1,2,3,3,2,3,4,2,1,2,,4,2,2,2,8,2,1
10357460,2023,2,3,2,99,1,1,99,1,1,2,1,1,99,99,99,99,1,3,1,2,1,1,1,1,10000,10000,9,2,2,2,2,3,2,2,2,2,1,6,5,1,1,1,1,1,99,1,2,4,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,2,4,1,4,4,5,2,1,2,2,2,2,1,2,10000,2,2,1,2,1,1,4,1,1,1,3,,,,,,2,,,,99,99,99,1,1,1,4,99,99,99,4,2,1,2,3,3,2,3,1,2,2,4,1,3,3,3,2,8,2,0
10357490,2023,2,2,1,2,99,3,3,1,1,1,1,2,3,1,3,2,2,,2,2,2,2,2,4,1100,1000,9,1,2,1,2,2,2,2,2,2,4,6,1,2,1,1,1,1,1,1,1,2,2,1,2,3,2,4,3,2,3,1,3,4,2,3,4,1,5,4,5,4,5,2,1,1,2,1,2,2,1,1000,2,2,3,2,1,1,4,4,1,2,5,,,,,,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,3,5,3,1,2,2,1,,2,3,1,3,4,2,3
10357510,2023,2,3,3,1,1,1,1,1,1,2,2,1,1,2,1,1,2,,1,1,5,1,2,1,100000,100000,1,,4,4,2,2,2,2,2,6,6,,,4,2,2,2,2,2,2,5,,,7,5,5,4,5,2,5,1,4,5,4,2,1,5,5,5,5,5,5,5,1,1,2,1,1,1,1,2,1000,1,2,1,1,1,1,4,2,2,1,6,,,,,,2,,,,1,1,1,2,2,2,4,4,4,4,5,2,1,2,3,3,1,3,4,2,1,4,2,5,2,2,1,1,1,0
10357520,2023,1,1,3,3,1,3,3,1,1,1,1,1,3,2,1,2,1,3,1,2,2,2,2,2,10000,10000,9,2,1,2,2,3,2,2,2,4,3,6,6,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,3,2,1,3,3,2,2,2,2,2,2,2,1,1,10000,1,1,1,2,1,3,4,1,1,2,6,,,,,,2,,,,2,99,2,1,1,1,2,2,3,2,2,2,1,2,2,3,5,3,4,2,1,2,,4,1,,4,1,1,0
10357580,2023,1,4,4,1,1,3,3,3,1,2,2,1,1,2,3,1,1,3,77,99,3,1,1,2,100000,100000,3,,2,2,2,2,2,2,2,4,6,6,6,2,2,99,,99,99,1,3,,,99,5,5,5,2,5,3,2,3,1,3,1,2,5,5,5,5,5,5,5,3,2,3,1,1,99,1,2,100000,,2,2,4,6,1,1,3,3,3,2,0,2,4,2,,2,,,,1,2,1,2,2,1,4,3,3,4,6,1,5,99,1,3,4,3,4,2,2,3,99,99,3,3,2,99,2,0
10357740,2023,2,4,3,2,1,1,1,1,99,2,2,2,1,1,2,2,2,,2,1,4,1,1,2,1200,1000,9,2,3,2,2,1,2,2,2,6,6,,,3,2,1,1,1,1,1,4,5,2,6,5,5,5,5,4,2,1,2,3,4,1,2,1,4,1,2,2,2,5,2,2,2,3,2,2,1,2,10000,2,4,3,4,1,1,2,2,3,4,5,,,,,,2,,,,2,99,2,1,1,1,2,2,99,1,3,2,1,2,2,3,4,3,2,2,1,1,,2,1,,2,1,2,2
10357760,2023,2,2,2,2,1,2,3,3,1,2,2,1,3,1,2,2,1,3,1,2,3,2,2,3,1100,1000,9,2,3,3,2,2,2,2,1,3,6,3,3,2,1,1,2,1,1,1,3,3,3,6,4,4,4,4,4,1,1,1,1,1,1,1,3,2,4,1,3,3,4,2,1,3,2,2,2,2,1,70000,,3,4,3,1,1,1,1,1,1,1,1,1,2,3,6,1,1,1,2,2,2,1,1,1,1,2,2,2,2,4,2,3,2,3,3,1,1,4,2,1,1,,3,3,3,1,6,1,3
10357810,2023,2,3,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,,1,1,4,2,1,2,100000,100000,2,,4,2,2,2,2,2,2,4,6,4,1,3,2,2,2,2,2,1,4,,,6,5,5,3,1,5,3,1,1,4,2,1,1,2,2,3,2,2,4,5,2,1,3,1,1,1,2,2,1000,2,3,2,2,1,1,3,2,1,3,2,1,1,4,3,,2,,,,1,1,1,2,2,1,4,4,4,4,5,2,1,2,4,1,1,3,1,2,1,2,,5,2,2,1,1,1,0
10357850,2023,1,1,1,2,3,3,3,3,1,1,2,1,2,1,2,2,2,,2,3,3,3,1,3,1100,1000,9,2,3,3,2,2,2,2,2,4,5,1,1,2,2,1,2,1,1,1,4,2,2,5,3,5,5,5,5,3,3,1,4,2,1,3,5,5,5,5,5,5,5,2,2,3,2,2,2,2,1,1000,1,3,3,4,1,1,2,4,4,3,1,1,3,4,1,3,2,,,,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,3,5,3,2,2,1,1,,2,2,2,1,4,2,3
